Flow Duration,Tot Fwd Pkts,Tot Bwd Pkts,TotLen Fwd Pkts,TotLen Bwd Pkts,Fwd Pkt Len Max,Fwd Pkt Len Min,Fwd Pkt Len Mean,Fwd Pkt Len Std,Bwd Pkt Len Max,Bwd Pkt Len Min,Bwd Pkt Len Mean,Bwd Pkt Len Std,Flow Byts/s,Flow Pkts/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Tot,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Tot,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Len,Bwd Header Len,Fwd Pkts/s,Bwd Pkts/s,Pkt Len Min,Pkt Len Max,Pkt Len Mean,Pkt Len Std,Pkt Len Var,FIN Flag Cnt,SYN Flag Cnt,RST Flag Cnt,PSH Flag Cnt,ACK Flag Cnt,URG Flag Cnt,CWE Flag Count,ECE Flag Cnt,Down/Up Ratio,Pkt Size Avg,Fwd Seg Size Avg,Bwd Seg Size Avg,Fwd Byts/b Avg,Fwd Pkts/b Avg,Fwd Blk Rate Avg,Bwd Byts/b Avg,Bwd Pkts/b Avg,Bwd Blk Rate Avg,Subflow Fwd Pkts,Subflow Fwd Byts,Subflow Bwd Pkts,Subflow Bwd Byts,Init Fwd Win Byts,Init Bwd Win Byts,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
179564368,16,16,96,136,6,6,6.0,0.0,16,6,8.5,4.47213595499958,1.29201579680886,0.178209075421912,5792398.96774194,8254677.221573199,20435318,731,178997666,11933177.7333333,8525400.05013727,21000725,2627540,179563110,11970874.0,8707851.58278044,20436543,562797,0,1,0,0,320,320,0.089104537710956,0.089104537710956,6,16,7.51515151515152,3.641095406272101,13.2575757575758,0,0,0,1,1,0,0,0,1,7.75,6.0,8.5,0,0,0,0,0,0,16,96,16,136,-1,256,16,0,1164626.63636364,1614384.54884468,3213441,731,15159292.454545498,7262185.62833561,20435318,5994041,NORMAL
179610551,16,16,96,136,6,6,6.0,0.0,16,6,8.5,4.47213595499958,1.29168358266436,0.178163252781291,5793888.74193549,8233652.76190315,20391113,400,179000522,11933368.1333333,8508544.9752058,21000572,2661691,179609243,11973949.533333303,8669005.05903576,20391513,608716,0,1,0,0,320,320,0.0890816263906459,0.0890816263906459,6,16,7.51515151515152,3.641095406272101,13.2575757575758,0,0,0,1,1,0,0,0,1,7.75,6.0,8.5,0,0,0,0,0,0,16,96,16,136,-1,255,16,0,1192174.27272727,1650227.1571911,3275316,400,15135938.7272727,7242354.23023376,20391113,5998556,NORMAL
179821577,16,18,106,184,16,6,6.625,2.5,32,6,10.2222222222222,7.09229536855109,1.6127096916739898,0.1890763086790189,5449138.6969697,8063804.7343854,20671778,307,179819358,11987957.2,8283987.7530258,21002621,1993356,179821577,10577739.8235294,8883472.78526889,20672632,208168,0,1,0,0,320,360,0.0889770864371859,0.100099222241834,6,32,8.45714285714286,5.59591687878633,31.3142857142857,0,0,0,1,1,0,0,0,1,8.70588235294118,6.625,10.2222222222222,0,0,0,0,0,0,16,106,18,184,-1,254,16,0,1039445.45454545,1475362.17646613,3147253,307,15233130.1818182,6932652.03286602,20671778,5998193,NORMAL
179609735,18,19,118,190,16,6,6.55555555555555,2.3570226039551603,32,6,10.0,6.960204339273701,1.71482909876795,0.206002196929916,4989159.30555556,7386783.40278648,20394687,447,179000258,10529426.9411765,7859810.00217133,21001279,2658365,179609288,9978293.77777778,8360440.80040443,20395402,218570,0,1,0,0,360,380,0.100217284992932,0.105784911936984,6,32,8.52631578947369,5.53483729639651,30.6344238975818,0,0,0,1,1,0,0,0,1,8.75675675675676,6.55555555555555,10.0,0,0,0,0,0,0,18,118,19,190,-1,253,18,0,1402398.08333333,1678916.78020456,3660817,715,13565042.5833333,7113664.53740203,20394687,5999490,NORMAL
179799696,17,18,112,184,16,6,6.588235294117651,2.42535625036333,32,6,10.2222222222222,7.09229536855109,1.64627642084556,0.194661063275658,5288226.35294118,7616269.89092161,20203055,268,179000616,11187538.5,8350007.78014037,20999751,993152,179798311,10576371.2352941,8368968.38866337,20203487,212193,0,1,0,0,340,360,0.094549659305319,0.100111403970338,6,32,8.66666666666667,5.65685424949238,32.0,0,0,0,1,1,0,0,0,1,8.914285714285711,6.588235294117651,10.2222222222222,0,0,0,0,0,0,17,112,18,184,-1,252,17,0,1688018.36363636,2546583.62598448,7586306,268,14657282.6363636,6744477.20017582,20203055,6123029,NORMAL
179814306,19,22,124,256,16,6,6.5263157894736805,2.29415733870562,32,6,11.6363636363636,7.13506068012676,2.11329125281055,0.2280130035927169,4495357.65,6326783.6215687,20207946,226,179015836,9945324.22222222,6836954.8301094,20209567,2789817,179813039,8562525.66666667,7327452.31539709,20207946,204939,0,1,0,0,380,440,0.105664562640528,0.12234844095219,6,32,9.428571428571429,5.996514667147091,35.958188153310104,0,0,0,1,1,0,0,0,1,9.65853658536585,6.5263157894736805,11.6363636363636,0,0,0,0,0,0,19,124,22,256,-1,252,19,0,2246745.76923077,2828417.06802542,7778126,255,11585026.4615385,6659953.42459814,20207946,5183842,NORMAL
179548765,19,24,124,292,16,6,6.5263157894736805,2.29415733870562,32,6,12.166666666666698,7.07516579413463,2.3169193060169504,0.239489255189252,4274970.595238102,6456768.51839385,20452827,288,178999608,9944422.66666667,7192378.07543306,21001711,2665506,179547532,7806414.43478261,7563162.86553401,20453376,196477,0,1,0,0,380,480,0.105820833688274,0.133668421500978,6,32,9.81818181818182,6.14276934468382,37.73361522198729,0,0,0,1,1,0,0,0,1,10.046511627907,6.5263157894736805,12.166666666666698,0,0,0,0,0,0,19,124,24,292,-1,251,19,0,3112699.90909091,6321418.31052235,21591364,549,13158239.4545455,6865980.44673432,20452827,5993987,NORMAL
179803490,20,24,130,292,16,6,6.5,2.23606797749979,32,6,12.166666666666698,7.07516579413463,2.34700672384057,0.244711601537879,4181476.51162791,6319330.73167236,20114615,239,179802112,9463269.05263158,7300898.61659662,20999286,2009396,179803490,7817543.04347826,7586574.36389956,20114615,79254,0,1,0,0,400,480,0.111232546153581,0.133479055384298,6,32,9.51111111111111,6.04762245628291,36.573737373737394,0,0,0,1,1,0,0,0,1,9.72727272727273,6.5,12.166666666666698,0,0,0,0,0,0,20,130,24,292,-1,251,20,0,2644711.91666667,3227110.86321852,8782719,247,12332307.75,6798981.89105042,20114615,5916349,NORMAL
179493023,19,22,130,262,22,6,6.842105263157902,3.670651741928991,38,6,11.9090909090909,8.01135557704301,2.18392889845083,0.2284211347869489,4487325.575,6428263.26928742,20509099,118,179489271,9971626.16666667,7424524.67819234,21000648,1489982,179493023,8547286.80952381,7323404.07547136,20509099,207286,0,1,0,0,380,440,0.105853696608586,0.122567438178363,6,38,9.47619047619048,6.743517556587559,45.47502903600471,0,0,0,1,1,0,0,0,1,9.70731707317073,6.842105263157902,11.9090909090909,0,0,0,0,0,0,19,130,22,262,-1,251,19,0,3368991.81818182,4582275.10203412,15003658,118,12948225.3636364,6782254.05464088,20509099,5990563,NORMAL
167491848,19,22,124,256,16,6,6.5263157894736805,2.29415733870562,32,6,11.6363636363636,7.13506068012676,2.2687671342667404,0.244788032907727,4187296.2,5720935.22578778,20507631,214,167487120,9304840.0,6017224.94416372,21001431,2487453,167491848,7975802.28571429,6684103.86995952,20507631,206241,0,1,0,0,380,440,0.113438356713337,0.13134967619439,6,32,9.19047619047619,5.92735738937433,35.1335656213705,0,0,0,1,1,0,0,0,1,9.41463414634146,6.5263157894736805,11.6363636363636,0,0,0,0,0,0,19,124,22,256,-1,254,19,0,1890777.28571429,2067927.14193079,6488353,397,10072678.0,6081457.32351077,20507631,5124923,NORMAL
179780185,18,20,118,250,16,6,6.55555555555555,2.3570226039551603,36,6,12.5,8.964843615626071,2.04694416128229,0.211369234045454,4858923.91891892,6082498.60645291,20216943,484,179775502,10575029.529411802,6737102.29610581,20999360,2778871,179780185,9462115.0,6642530.38798319,20216943,208594,0,1,0,0,360,400,0.100122268758373,0.111246965287081,6,36,9.589743589743591,7.19911525528237,51.8272604588394,0,0,0,1,1,0,0,0,1,9.8421052631579,6.55555555555555,12.5,0,0,0,0,0,0,18,118,20,250,-1,254,18,0,1764787.92857143,1827411.10813318,3889985,484,11076407.7142857,5619723.43619422,20216943,5994001,NORMAL
177165308,17,20,112,244,16,6,6.588235294117651,2.42535625036333,32,6,12.2,7.251860015486409,2.0094227477086,0.208844499059601,4921258.55555556,6357720.23395455,20224076,1210,175014876,10938429.75,6720853.42277756,21000203,2788812,174375238,9177644.10526316,7134470.02625916,20224076,207020,0,1,0,0,340,400,0.095955580649006,0.112888918410595,6,32,9.78947368421053,6.200078006208678,38.4409672830725,0,0,0,1,1,0,0,0,1,10.0540540540541,6.588235294117651,12.2,0,0,0,0,0,0,17,112,20,244,-1,253,17,0,1895267.69230769,2604657.86268105,8772656,1210,11432847.5384615,6398720.35370506,20224076,5007481,NORMAL
179831569,18,20,108,208,6,6,6.0,0.0,20,6,10.4,5.6419481517795305,1.75719981623471,0.211308838661136,4860312.67567568,6790703.54152145,20169942,247,179830035,10578237.352941198,7229698.46120968,20999066,2816938,179831569,9464819.42105263,7610215.71150204,20169942,169623,0,1,0,0,360,400,0.100093660418433,0.111215178242703,6,20,8.25641025641026,4.56945205005882,20.8798920377868,0,0,0,1,1,0,0,0,1,8.47368421052632,6.0,10.4,0,0,0,0,0,0,18,108,20,208,-1,253,18,0,1505817.15384615,1753676.98417923,3831200,247,12327358.0769231,6515255.58147302,20169942,5997780,NORMAL
179682493,16,16,96,136,6,6,6.0,0.0,16,6,8.5,4.47213595499958,1.2911664131908502,0.178091919060807,5796209.451612901,8234241.55514801,20389686,1179,179676539,11978435.9333333,8551078.14328904,21001065,2674627,179682493,11978832.8666667,8669317.58785312,20390936,609854,0,1,0,0,320,320,0.089045959530404,0.089045959530404,6,16,7.21212121212121,3.31433982639808,10.9848484848485,0,0,0,1,1,0,0,0,1,7.4375,6.0,8.5,0,0,0,0,0,0,16,96,16,136,-1,253,16,0,1196748.45454545,1656974.54036587,3287556,1203,15137596.0,7244487.29283519,20389686,5998715,NORMAL
179508363,17,18,112,184,16,6,6.588235294117651,2.42535625036333,32,6,10.2222222222222,7.09229536855109,1.64894824426648,0.19497698834232,5279657.73529412,7618255.01115887,20494027,199,179504435,11219027.1875,8114622.08241836,21001635,2504406,179508363,10559315.470588198,8226377.52607047,20494027,216910,0,1,0,0,340,360,0.094703108623413,0.100273879718908,6,32,8.38888888888889,5.530578775074232,30.587301587301607,0,0,0,1,1,0,0,0,1,8.62857142857143,6.588235294117651,10.2222222222222,0,0,0,0,0,0,17,112,18,184,-1,253,17,0,1015861.4,1632737.45648175,3385337,199,15434634.2,6757518.08667048,20494027,5993716,NORMAL
179831554,16,16,96,136,6,6,6.0,0.0,16,6,8.5,4.47213595499958,1.29009617522407,0.177944300030906,5801017.87096774,8130460.230287598,20171105,271,179829911,11988660.7333333,8470140.31534805,21001648,2830013,179831554,11988770.2666667,8479466.70353161,20172338,827168,0,1,0,0,320,320,0.088972150015453,0.088972150015453,6,16,7.21212121212121,3.31433982639808,10.9848484848485,0,0,0,1,1,0,0,0,1,7.4375,6.0,8.5,0,0,0,0,0,0,16,96,16,136,-1,251,16,0,1332829.27272727,1848212.29942018,3666895,271,15015467.8181818,7150843.20183839,20171105,5992150,NORMAL
179828580,17,18,112,184,16,6,6.588235294117651,2.42535625036333,32,6,10.2222222222222,7.09229536855109,1.64601199653581,0.194629796887681,5289075.88235294,7494598.49018074,20171135,274,179827829,11239239.3125,8435203.35532597,21000469,998909,179828580,10578151.7647059,8158087.10979898,20171135,203724,0,1,0,0,340,360,0.094534472774016,0.100095324113664,6,32,8.38888888888889,5.530578775074232,30.587301587301607,0,0,0,1,1,0,0,0,1,8.62857142857143,6.588235294117651,10.2222222222222,0,0,0,0,0,0,17,112,18,184,-1,251,17,0,1881931.0,2793692.72673045,8126118,308,14466089.0909091,6692488.84006326,20171135,5999163,NORMAL
178282306,15,19,90,200,6,6,6.0,0.0,32,6,10.5263157894737,7.01877182238722,1.6266336604374,0.1907087739823149,5402494.12121212,7862406.55971633,20277633,325,175284808,12520343.4285714,8528448.77591786,21005989,727169,178281876,9904548.66666667,8707792.52452334,20277633,3241,0,1,0,0,300,380,0.084136223815727,0.106572550166588,6,32,8.742857142857138,5.72066870393384,32.7260504201681,0,0,0,1,1,0,0,0,1,9.0,6.0,10.5263157894737,0,0,0,0,0,0,15,90,19,200,-1,251,15,0,1263456.90909091,1707040.82594714,3543358,325,14869339.454545498,6899293.70858217,20277633,5993283,NORMAL
20996183,2,6,22,60,16,6,11.0,7.07106781186548,20,6,10.0,6.32455532033676,3.9054717707499504,0.381021636170727,2999454.71428571,4809614.13731243,10026463,465,10018788,10018788.0,0.0,10018788,10018788,20996183,4199236.6,5330059.81424705,10027663,465,0,1,0,0,64,192,0.095255409042682,0.285766227128045,6,20,9.77777777777778,5.783117190965822,33.4444444444444,0,0,0,1,1,0,0,0,3,11.0,11.0,10.0,0,0,0,0,0,0,2,22,6,60,-1,260,2,0,2033.0,520.430590953299,2401,1665,10021793.0,6604.3773362823495,10026463,10017123,c_ci_na_1
26986308,2,7,22,76,16,6,11.0,7.07106781186548,20,6,10.857142857142902,6.20291790016525,3.63147118901926,0.333502456134422,3373288.5,4618478.74100234,10059960,373,10061591,10061591.0,0.0,10061591,10061591,26986308,4497718.0,4878522.77327889,10060333,423,0,1,0,0,64,224,0.074111656918761,0.259390799215661,6,20,10.4,5.79655069847578,33.6,0,0,0,1,1,0,0,0,3,11.555555555555598,11.0,10.857142857142902,0,0,0,0,0,0,2,22,7,76,-1,260,2,0,1156.5,671.044335346034,1631,682,8755185.0,2221441.87296022,10059960,6190214,c_ci_na_1
41017231,2,8,22,82,16,6,11.0,7.07106781186548,20,6,10.25,5.99404466354493,2.53551976729,0.243799977624038,4557470.11111111,4755870.33017095,10013940,529,31009526,31009526.0,0.0,31009526,31009526,41017231,5859604.42857143,4611280.31204859,10014907,529,0,1,0,0,64,256,0.048759995524808,0.19503998209923,6,20,10.0,5.65685424949238,32.0,0,0,0,1,1,0,0,0,4,11.0,11.0,10.25,0,0,0,0,0,0,2,22,8,82,-1,260,2,0,1810459.0,2557538.75951431,3618912,2006,9348836.5,1315994.47955922,10013940,7374860,c_ci_na_1
29284562,2,7,22,76,16,6,11.0,7.07106781186548,20,6,10.857142857142902,6.20291790016525,3.3464731348893,0.3073291654490169,3660570.25,4820419.25461412,10009157,443,10010768,10010768.0,0.0,10010768,10010768,29284562,4880760.33333333,5039072.64356793,10009933,443,0,1,0,0,64,224,0.068295370099782,0.239033795349236,6,20,10.4,5.79655069847578,33.6,0,0,0,1,1,0,0,0,3,11.555555555555598,11.0,10.857142857142902,0,0,0,0,0,0,2,22,7,76,-1,260,2,0,329215.666666667,567199.312116414,984161,1611,9432305.0,995264.888782881,10009157,8283075,c_ci_na_1
21003314,2,6,22,60,16,6,11.0,7.07106781186548,20,6,10.0,6.32455532033676,3.9041457933733694,0.380892272524231,3000473.42857143,4801767.77467781,10011154,406,10012020,10012020.0,0.0,10012020,10012020,21003314,4200662.8,5319381.58324003,10013215,856,0,1,0,0,64,192,0.095223068131058,0.285669204393173,6,20,9.77777777777778,5.783117190965822,33.4444444444444,0,0,0,1,1,0,0,0,3,11.0,11.0,10.0,0,0,0,0,0,0,2,22,6,60,-1,260,2,0,2354.0,796.202235616053,2917,1791,10010128.5,1450.27600821361,10011154,10009103,c_ci_na_1
26131507,2,7,22,76,16,6,11.0,7.07106781186548,20,6,10.857142857142902,6.20291790016525,3.7502620878313695,0.344411824392677,3266438.375,4511517.04812804,10014632,387,10016252,10016252.0,0.0,10016252,10016252,26131507,4355251.16666667,4776132.66698145,10015049,387,0,1,0,0,64,224,0.07653596097615,0.267875863416526,6,20,10.4,5.79655069847578,33.6,0,0,0,1,1,0,0,0,3,11.555555555555598,11.0,10.857142857142902,0,0,0,0,0,0,2,22,7,76,-1,260,2,0,322021.0,555979.099726779,964010,433,8388481.33333333,2811146.47876099,10014632,5142451,c_ci_na_1
41010476,2,8,22,82,16,6,11.0,7.07106781186548,20,6,10.25,5.99404466354493,2.53593740292115,0.243840134896264,4556719.55555556,4830298.26559057,10016953,731,30996773,30996773.0,0.0,30996773,30996773,41010476,5858639.42857143,4713616.47304172,10017727,731,0,1,0,0,64,256,0.048768026979253,0.195072107917011,6,20,10.0,5.65685424949238,32.0,0,0,0,1,1,0,0,0,4,11.0,11.0,10.25,0,0,0,0,0,0,2,22,8,82,-1,260,2,0,990734.0,1713289.39606857,2969070,819,9509375.0,999876.011323071,10016953,8009605,c_ci_na_1
40978205,2,11,22,130,16,6,11.0,7.07106781186548,20,6,11.8181818181818,5.68890467169528,3.70928887685539,0.317241811836316,3414850.41666667,4715215.31895136,10013909,538,10017547,10017547.0,0.0,10017547,10017547,40978205,4097820.5,4906407.0692643,10014633,538,0,1,0,0,64,352,0.0488064325902029,0.268435379246114,6,20,11.2857142857143,5.5805785670356,31.142857142857103,0,0,0,1,1,0,0,0,5,12.1538461538462,11.0,11.8181818181818,0,0,0,0,0,0,2,22,11,130,-1,260,2,0,466787.0,927693.38942167,1858325,721,9777764.25,344121.078363779,10013909,9282200,c_ci_na_1
41014980,2,8,22,82,16,6,11.0,7.07106781186548,20,6,10.25,5.99404466354493,2.5356589226667903,0.24381335794873,4557220.0,4908117.22124615,10019779,410,30997903,30997903.0,0.0,30997903,30997903,41014980,5859282.85714286,4819361.65742796,10020370,410,0,1,0,0,64,256,0.0487626715897459,0.1950506863589839,6,20,10.0,5.65685424949238,32.0,0,0,0,1,1,0,0,0,4,11.0,11.0,10.25,0,0,0,0,0,0,2,22,8,82,-1,260,2,0,1216622.5,1715430.44455685,2429615,3630,9645286.0,733016.23709756,10019779,8545812,c_ci_na_1
25984485,2,7,22,76,16,6,11.0,7.07106781186548,20,6,10.857142857142902,6.20291790016525,3.77148132818488,0.346360530139427,3248060.625,4647319.60665432,10016643,443,10018636,10018636.0,0.0,10018636,10018636,25984485,4330747.5,4961631.14948718,10017086,492,0,1,0,0,64,224,0.076969006697651,0.2693915234417769,6,20,10.4,5.79655069847578,33.6,0,0,0,1,1,0,0,0,3,11.555555555555598,11.0,10.857142857142902,0,0,0,0,0,0,2,22,7,76,-1,260,2,0,1380.5,866.205806953521,1993,768,8649095.66666667,2362256.63799773,10016643,5921400,c_ci_na_1
25988464,2,7,22,76,16,6,11.0,7.07106781186548,20,6,10.857142857142902,6.20291790016525,3.7709038902799294,0.3463075001277489,3248558.0,4548181.22159601,10013872,419,10015400,10015400.0,0.0,10015400,10015400,25988464,4331410.66666667,4830983.62055314,10015052,442,0,1,0,0,64,224,0.076957222250611,0.269350277877138,6,20,10.4,5.79655069847578,33.6,0,0,0,1,1,0,0,0,3,11.555555555555598,11.0,10.857142857142902,0,0,0,0,0,0,2,22,7,76,-1,260,2,0,1857.0,332.340187157677,2092,1622,8447989.66666667,2712106.35402713,10013872,5316319,c_ci_na_1
40992879,2,11,22,130,16,6,11.0,7.07106781186548,20,6,11.8181818181818,5.68890467169528,3.70796108270414,0.317128250494433,3416073.25,4763818.2446495015,10011043,435,10009395,10009395.0,0.0,10009395,10009395,40992879,4099287.9,4962927.47040509,10013001,435,0,1,0,0,64,352,0.048788961614528,0.268339288879905,6,20,11.2857142857143,5.5805785670356,31.142857142857103,0,0,0,1,1,0,0,0,5,12.1538461538462,11.0,11.8181818181818,0,0,0,0,0,0,2,22,11,130,-1,260,2,0,397065.25,476803.13627490296,967313,2393,9851154.5,243091.42621450103,10011043,9496331,c_ci_na_1
